parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
311,0.9886666667,-0.9773333333,0.0153333333,0.0166666667,0.0293333333,0.0086666667,0.0093333333,-0.0346666667,0.3106666667,-0.2873333333,-0.9273333333,0.922,0.012,-0.0473333333,0.9433333333,-0.9406666667,0.304,-0.312,198,cvkgva5z17rg008dp5pg,0.9886666667,+,X,0.1784826876,8.8653353742,0.9177846448,6.0608941471,0.3054124056,6.8511525034,0.5715045827,4.676344653,0.3115995841,3.7665681814,0.3046155384,3.2313421141,0.3330731372,1.4903324235,0.6106323025,2.1930976839,0.8419170903,1.5397939335,0.0886321048,1.4008258156,1.4962606601,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
312,0.976,-0.9833333333,0.0693333333,-0.0326666667,-0.046,0.0393333333,-0.0626666667,0.0053333333,0.3473333333,-0.324,-0.9373333333,0.9306666667,-0.0426666667,0.048,0.9246666667,-0.9286666667,0.346,-0.3133333333,216,cvkgva5z17rg008dp5pg,0.976,+,X,0.1184657393,8.0579221875,0.5858868105,6.9040215375,0.5868087903,6.3119420855,0.7590561686,4.0802461937,0.4215191835,3.2063387067,0.4455942854,3.9347018909,0.6411408626,1.3182750288,0.9005438008,1.3735335354,0.5616542029,1.5952898327,0.8208119085,2.3103802597,-1.5707254844,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
313,0.9706666667,-0.9753333333,0.0186666667,-0.048,-0.11,0.0686666667,-0.056,0.0566666667,-0.5206666667,0.5026666667,-0.8486666667,0.84,-0.064,0.0933333333,0.8373333333,-0.844,-0.4773333333,0.4913333333,234,cvkgva5z17rg008dp5pg,0.9706666667,+,X,0.7485989553,7.1934346449,0.5587141705,5.2394236437,0.9225674865,6.7754588687,0.4545943209,3.3226680064,0.9639774543,3.5372284459,0.1756649584,3.7090916775,0.8923581973,1.9169011762,0.0832921434,2.9171137372,0.325409327,1.1440066046,0.7087458252,2.2053210026,-0.722284919,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
314,0.984,-0.9866666667,0.058,-0.0466666667,-0.0013333333,0.028,-0.0446666667,0.0473333333,-0.0833333333,0.06,-0.9813333333,0.9733333333,-0.0066666667,0.0426666667,0.9793333333,-0.9826666667,-0.0386666667,0.07,252,cvkgva5z17rg008dp5pg,0.984,+,X,0.4136058362,8.4087825621,0.7323579008,6.7965869104,0.0773798523,6.2863049194,0.9845470769,3.8155562155,0.8599505539,4.5756617284,0.4850437893,3.9687499374,0.4451378854,2.3263176344,0.0279396705,2.9805409803,0.671039205,2.432223334,0.9063349125,1.3386536761,-0.2636527361,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
315,0.978,-0.9833333333,0.002,0.0073333333,0.0333333333,-0.0146666667,0.0406666667,-0.026,-0.5666666667,0.5973333333,-0.7893333333,0.78,0.0086666667,-0.0346666667,0.7793333333,-0.8086666667,-0.5653333333,0.5726666667,270,cvkgva5z17rg008dp5pg,0.978,+,X,0.9368405683,7.8196348196,0.3922489015,5.8084737738,0.496384303,6.276090104,0.4574691005,3.2666461266,0.7684638745,3.478875138,0.7485708664,4.5687338976,0.9488635731,2.0518815828,0.5008857768,1.0944307611,0.260025687,2.0225655725,0.4837661375,1.4609022871,0.7930046843,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
316,0.9846666667,-0.984,0.032,-0.032,0.01,0.0166666667,-0.018,0.0273333333,0.76,-0.7553333333,-0.6226666667,0.6066666667,-0.04,0.0433333333,0.64,-0.6033333333,0.764,-0.7706666667,288,cvkgva5z17rg008dp5pg,0.9846666667,+,X,0.0209648716,8.9983869875,0.0893937186,5.0460265702,0.3646142799,6.1601942041,0.8182565056,4.2844324947,0.998983181,3.7005919309,0.1354744773,3.8713718924,0.0948043112,1.4896016239,0.0901637762,2.3378010108,0.5057623609,2.4628142335,0.6017841941,2.0949793172,-0.7974548636,18,-1,,,,,2024-09-15T16:39:05.143505Z,2024-09-15T21:26:01.8Z,2024-09-15T21:47:11.394Z
317,0.982,-0.9853333333,-0.0246666667,0.0086666667,0.0013333333,-0.0493333333,-0.0126666667,0.0113333333,0.4693333333,-0.428,-0.8786666667,0.872,0.0353333333,-0.034,0.8733333333,-0.8886666667,0.444,-0.418,6,cvkgvaxp7drg008mc3bg,0.982,+,X,0.11480152,7.6096975726,0.9542698443,5.2179604151,0.2584728888,6.6381288847,0.3274456144,3.4575577385,0.542229293,4.5895401341,0.4853522467,4.6146582405,0.0399760329,2.9304917864,0.6782498288,2.1340867375,0.8557915717,1.9972962345,0.3078929666,2.2282068051,1.9101641462,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
318,0.974,-0.97,0.078,-0.1106666667,-0.08,0.086,-0.0886666667,0.0906666667,0.0066666667,-0.0046666667,-0.9773333333,0.9786666667,-0.1113333333,0.1113333333,0.98,-0.9726666667,0.0466666667,-0.0466666667,24,cvkgvaxp7drg008mc3bg,0.974,+,X,0.9490294059,7.285635072,0.0364848756,6.5082224939,0.0932098211,5.375780542,0.4269868874,3.9750504686,0.417696047,3.0726969168,0.2491682827,4.5279015661,0.0500668357,2.3700300075,0.422537955,1.3468756058,0.4662218851,1.7899853813,0.9556381977,1.3423104291,-1.6820443801,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
319,0.9753333333,-0.9753333333,0.0953333333,-0.0886666667,-0.1146666667,0.096,-0.062,0.044,-0.222,0.2226666667,-0.944,0.9593333333,-0.1126666667,0.13,0.9553333333,-0.9493333333,-0.23,0.2253333333,42,cvkgvaxp7drg008mc3bg,0.9753333333,+,X,0.6155678838,8.6106773461,0.6445871018,5.4012271589,0.0610192723,5.9724403823,0.7084599094,4.6211607705,0.5841952804,4.3889889691,0.6052832952,4.7399440711,0.9361034048,2.7186161861,0.1612500698,1.0854862599,0.4860865611,2.9942522846,0.9480967332,1.9603479111,-1.9182535761,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
320,0.9813333333,-0.9833333333,0.028,-0.0473333333,0.0033333333,0.05,-0.05,0.0386666667,0.374,-0.3433333333,-0.908,0.9066666667,-0.0166666667,0.0186666667,0.91,-0.904,0.36,-0.39,60,cvkgvaxp7drg008mc3bg,0.9813333333,+,X,0.1470688017,8.6823179063,0.0993666605,6.7848006757,0.7153869504,5.847095491,0.4803655957,3.6688798504,0.9880549252,4.9745739169,0.5648534915,4.3139986182,0.5722369047,1.0336618299,0.8750714099,2.9728102314,0.6255630187,2.6737628441,0.0860775995,1.80439076,-1.4281117776,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
321,0.9766666667,-0.98,0.0673333333,-0.044,-0.0513333333,-0.0166666667,-0.0466666667,0.036,0.4713333333,-0.4566666667,-0.8766666667,0.8706666667,-0.024,0.0286666667,0.874,-0.8913333333,0.4253333333,-0.4346666667,78,cvkgvaxp7drg008mc3bg,0.9766666667,+,X,0.2661203336,7.6378857902,0.776047257,6.749150584,0.0410915365,5.5417805422,0.1993929849,3.8756019178,0.3864868673,4.6013488293,0.408132073,3.8993430188,0.130880314,1.6124531539,0.483491016,1.5962421311,0.4349160895,2.6608984757,0.6440317051,1.7838100949,-1.4172573358,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
322,0.974,-0.9893333333,-0.038,-0.0086666667,0.026,0.022,0.026,-0.038,0.0226666667,0.0273333333,-0.9826666667,0.972,-0.004,-0.0313333333,0.988,-0.9826666667,-0.0093333333,0.0113333333,96,cvkgvaxp7drg008mc3bg,0.974,+,X,0.362160585,8.9247085051,0.3702335012,5.3092616976,0.9788016674,5.7022455273,0.4065797318,4.6694451205,0.323808302,4.7302815461,0.4773799764,3.3118867639,0.6910743099,2.6631717408,0.8088376831,1.5840398027,0.462406279,2.8611593883,0.0422786294,2.536457476,0.9434361998,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
323,0.988,-0.9773333333,0.052,-0.0146666667,-0.0573333333,0.0486666667,-0.03,0.0373333333,-0.4133333333,0.382,-0.9066666667,0.91,-0.0373333333,0.064,0.914,-0.894,-0.3906666667,0.3646666667,114,cvkgvaxp7drg008mc3bg,0.988,+,X,0.9909818248,7.0216386747,0.5163460802,5.8415462069,0.2215579083,6.7052471064,0.0281074068,4.7699736502,0.2218479031,4.6661734202,0.9365353902,4.8711757789,0.8997613833,1.5473955284,0.1133815306,1.8796852272,0.1265989517,1.629082615,0.6114688106,2.7212198184,-0.3166983553,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
324,0.9853333333,-0.9826666667,-0.02,-0.0046666667,0.0273333333,-0.032,0.0213333333,-0.01,0.3153333333,-0.2726666667,-0.9386666667,0.9306666667,0.002,0.0166666667,0.9286666667,-0.946,0.3453333333,-0.34,132,cvkgvaxp7drg008mc3bg,0.9853333333,+,X,0.3094894283,8.5707954951,0.5423381285,6.9514264387,0.1333176753,6.2344249639,0.0606992645,4.1289613772,0.4366483463,4.1400205649,0.8485492457,3.8057829002,0.7287551561,2.6354589634,0.9840346363,1.1087533296,0.6668828149,2.9920660583,0.2169813539,2.1639074699,1.4472332261,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
325,0.9673333333,-0.9686666667,0.0533333333,-0.048,-0.1006666667,0.096,-0.0613333333,0.0566666667,-0.604,0.612,-0.7873333333,0.7813333333,-0.0886666667,0.098,0.76,-0.7866666667,-0.568,0.594,150,cvkgvaxp7drg008mc3bg,0.9673333333,+,X,0.7258008403,8.9592711922,0.5545706708,6.0866624467,0.599595945,6.473816694,0.9637167726,3.2468573925,0.9029809498,4.4848320513,0.392111507,3.5883433583,0.0458210055,2.7770554395,0.190978686,2.0021839889,0.0320465248,1.6760381543,0.3482615689,2.7948189951,-0.8694570428,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
326,0.9833333333,-0.9833333333,0.0346666667,-0.0413333333,-0.068,0.0306666667,-0.0733333333,0.0066666667,0.1086666667,-0.092,-0.974,0.9686666667,-0.046,0.028,0.974,-0.9713333333,0.1213333333,-0.126,168,cvkgvaxp7drg008mc3bg,0.9833333333,+,X,0.4007420119,8.7455503493,0.518269154,5.3699673473,0.3443235729,5.1906336075,0.8592247643,3.4642062974,0.0261364593,3.3566960209,0.8288963621,4.5924355412,0.2532447381,1.4594811167,0.7478192859,1.1077185691,0.8815024262,2.711071324,0.4174809933,2.0507281588,-1.2185849562,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
327,0.9706666667,-0.9733333333,0.0946666667,-0.0773333333,-0.112,0.1213333333,-0.1113333333,0.1046666667,-0.1366666667,0.1266666667,-0.964,0.964,-0.108,0.1066666667,0.9646666667,-0.962,-0.1306666667,0.152,186,cvkgvaxp7drg008mc3bg,0.9706666667,+,X,0.6663008993,7.8209381835,0.2578997309,6.3008994834,0.8229554054,6.442512186,0.0643650944,3.7028255828,0.2598393174,3.3662943507,0.4237419509,4.7632979933,0.0184148476,1.3802012443,0.1117478953,2.5576181591,0.3601304841,1.7369720075,0.2341071837,1.5434782566,-1.8352455089,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
328,0.9766666667,-0.9793333333,0.0426666667,-0.0646666667,-0.0753333333,0.0806666667,-0.0633333333,0.0453333333,-0.368,0.34,-0.938,0.9266666667,-0.0986666667,0.0953333333,0.924,-0.9253333333,-0.3226666667,0.3433333333,204,cvkgvaxp7drg008mc3bg,0.9766666667,+,X,0.6535171244,8.611986086,0.4846309619,5.5431890551,0.8733237753,5.8888754383,0.5322110915,3.06970414,0.0166573507,4.5287002554,0.3622564612,4.9304342405,0.0977373833,2.7785952281,0.1850179557,1.5094873993,0.057115851,2.8176724795,0.9824217477,1.986135184,-1.0157195317,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
329,0.982,-0.9833333333,-0.0186666667,-0.0133333333,0.03,-0.0426666667,0.0333333333,-0.0193333333,0.3113333333,-0.3366666667,-0.9326666667,0.92,-0.0013333333,0.0046666667,0.9206666667,-0.9413333333,0.3286666667,-0.34,222,cvkgvaxp7drg008mc3bg,0.982,+,X,0.2640525871,8.0619814951,0.3808276984,6.0598380938,0.3674120448,6.5184727477,0.4843290227,3.3636526549,0.9934735478,3.59548247,0.4363692425,4.5794650966,0.8991831501,2.4235047716,0.1208646347,2.272468863,0.5744586449,1.0544554633,0.9810423691,1.7844873966,1.9417699459,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
330,0.98,-0.982,0.01,-0.0126666667,-0.0246666667,-0.0173333333,0.022,-0.0126666667,-0.774,0.784,-0.6106666667,0.616,0.042,-0.026,0.6393333333,-0.6046666667,-0.7586666667,0.7493333333,240,cvkgvaxp7drg008mc3bg,0.98,+,X,0.8275932561,8.411527002,0.6386058332,5.5213913972,0.9691043418,6.8507097792,0.1464653131,4.9270248936,0.0377983232,4.1769190566,0.9861664867,4.9471753312,0.5644086594,1.2183328956,0.2908945745,2.9025408929,0.2835683117,1.1853693692,0.7730763241,1.5194027369,0.9721893863,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
331,0.9626666667,-0.9693333333,0.0806666667,-0.1066666667,-0.1726666667,0.1826666667,-0.1206666667,0.1073333333,-0.4846666667,0.472,-0.8373333333,0.8466666667,-0.1566666667,0.1753333333,0.8446666667,-0.8466666667,-0.476,0.4873333333,258,cvkgvaxp7drg008mc3bg,0.9626666667,+,X,0.9246579654,7.3322397575,0.8088700222,5.3640720928,0.1313602408,5.6587355429,0.9041538289,3.5485161694,0.5381084449,4.3019540046,0.9609436055,3.0561709591,0.5665264678,2.3329553881,0.4583811282,2.5552372354,0.0236644554,1.9856502002,0.307028473,2.5105285476,-1.7645239436,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
332,0.9866666667,-0.9786666667,-0.0233333333,-0.0006666667,-0.0326666667,0.034,-0.0053333333,0.0466666667,-0.6513333333,0.6606666667,-0.74,0.7313333333,-0.056,0.0393333333,0.746,-0.7193333333,-0.666,0.646,276,cvkgvaxp7drg008mc3bg,0.9866666667,+,X,0.795887953,7.058537222,0.6568348304,6.9777307762,0.879858247,6.9702490198,0.6764246214,4.0410085611,0.5760014882,4.1742542934,0.1364935623,4.9062421487,0.7074233859,2.7939028097,0.4513745533,2.0471479256,0.3017809251,2.2491731508,0.1741616835,2.9528101692,0.0863906618,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
333,0.9913333333,-0.982,-0.0153333333,0.014,0.0093333333,-0.0073333333,0.0413333333,0.0073333333,0.2546666667,-0.2633333333,-0.944,0.9313333333,0.0386666667,-0.0246666667,0.9486666667,-0.954,0.2693333333,-0.2513333333,294,cvkgvaxp7drg008mc3bg,0.9913333333,+,X,0.213041982,7.2977949384,0.7575793684,5.8063641128,0.4621248964,6.3679079922,0.2282166937,4.4230662032,0.6595472055,3.207404672,0.6140905695,4.0718910581,0.792254715,1.4942148381,0.1575107979,2.0547807364,0.7514362786,2.4772869932,0.8397707664,1.9022157358,1.604476874,19,-1,,,,,2024-09-15T16:39:07.972728Z,2024-09-15T21:30:17.767Z,2024-09-15T21:51:11.646Z
334,0.9766666667,-0.98,0.0733333333,-0.0513333333,-0.034,0.0613333333,-0.0393333333,0.0386666667,0.1633333333,-0.144,-0.9686666667,0.968,-0.026,0.056,0.9653333333,-0.97,0.17,-0.1706666667,12,cvkgvbnz17rg008dp5q0,0.9766666667,+,X,0.3945943361,8.8953207771,0.6547920282,6.3239187692,0.0984677746,5.0630095083,0.2467681856,4.883330083,0.7346226059,4.6987256155,0.7643052355,3.2428055547,0.2754073818,1.4040169939,0.4900185602,2.4776579653,0.319753736,1.358068907,0.0647159186,2.6815595064,-1.073743281,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
335,0.9813333333,-0.982,0.0693333333,-0.046,-0.032,0.0393333333,-0.0406666667,0.0173333333,0.35,-0.342,-0.906,0.9026666667,-0.0366666667,0.046,0.9193333333,-0.92,0.3686666667,-0.3433333333,30,cvkgvbnz17rg008dp5q0,0.9813333333,+,X,0.2073220535,7.5449208415,0.8712948946,6.1549229549,0.1900166929,6.760127895,0.368116064,4.0130233093,0.296257145,3.7309607099,0.6088780397,3.1277340332,0.9961698828,1.685119429,0.5212353876,2.5156401356,0.1556501533,1.4386985742,0.993938441,1.9302577576,-1.300977981,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
336,0.976,-0.9666666667,0.106,-0.1313333333,-0.1353333333,0.116,-0.132,0.13,-0.2526666667,0.2346666667,-0.9506666667,0.9393333333,-0.1266666667,0.1606666667,0.952,-0.9446666667,-0.208,0.23,48,cvkgvbnz17rg008dp5q0,0.976,+,X,0.8493586235,8.2121771181,0.1329884481,5.6557421004,0.4345125442,5.6304592081,0.0175389145,3.5539410303,0.7966099204,4.3768649067,0.453228059,4.7100572277,0.5288302475,2.7448615619,0.2021750257,1.1944957406,0.0870213676,2.4838311589,0.0820118947,2.4668566856,-1.6480742631,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
337,0.9786666667,-0.9806666667,-0.0486666667,0.048,0.0486666667,-0.0633333333,0.0653333333,-0.0586666667,-0.0593333333,0.05,-0.9813333333,0.976,0.0693333333,-0.0686666667,0.9806666667,-0.98,-0.0586666667,0.014,66,cvkgvbnz17rg008dp5q0,0.9786666667,+,X,0.6886263399,8.4466858209,0.0063491322,6.55661374,0.2883704608,5.5474284279,0.831242695,4.2101644193,0.9196682819,4.5978015068,0.2112957506,4.7873865347,0.5957961792,1.0316350638,0.3303519859,1.2086858921,0.5611709573,2.6455871349,0.2261597077,1.0617151638,1.7774018479,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
338,0.984,-0.9826666667,0.0486666667,-0.0606666667,-0.0586666667,0.0853333333,-0.0526666667,0.0406666667,-0.0513333333,0.0593333333,-0.982,0.98,-0.0333333333,0.0193333333,0.9813333333,-0.9773333333,-0.06,0.0273333333,84,cvkgvbnz17rg008dp5q0,0.984,+,X,0.2929731748,7.0649543442,0.7916758518,5.2557090287,0.766831233,5.7417915452,0.4186313156,3.3154455752,0.8997056792,4.9616432723,0.2712653767,4.4201035742,0.751462643,1.3511310321,0.9358882562,2.4832070178,0.4506541065,2.8795910944,0.9236499646,2.9557406022,-1.0108054943,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
339,0.9766666667,-0.9806666667,-0.0006666667,-0.0086666667,0.0686666667,-0.0866666667,0.058,-0.0893333333,-0.5913333333,0.582,-0.7993333333,0.7986666667,0.066,-0.0213333333,0.784,-0.798,-0.5553333333,0.564,102,cvkgvbnz17rg008dp5q0,0.9766666667,+,X,0.9741270652,7.1878963817,0.603381235,5.6555909188,0.4391686107,5.5126940141,0.9273959308,4.1300064914,0.9659598706,4.3097710659,0.160887737,3.6770082613,0.4330501793,2.6806863496,0.0657755486,1.6558581148,0.5882434632,1.4568490079,0.5487098738,2.1949374562,1.3706120576,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
340,0.9633333333,-0.9646666667,0.0746666667,-0.1253333333,-0.146,0.1626666667,-0.116,0.1086666667,-0.3746666667,0.3733333333,-0.9073333333,0.8966666667,-0.1366666667,0.13,0.8793333333,-0.8986666667,-0.3433333333,0.3433333333,120,cvkgvbnz17rg008dp5q0,0.9633333333,+,X,0.9907292358,7.1541105748,0.2677937746,6.2331981772,0.4818285859,5.4936917041,0.4394061231,3.8723010907,0.5583480482,4.8786019855,0.1425338981,4.7957986507,0.2109567237,1.9064056674,0.3112801806,1.5661946603,0.8042568396,1.6128558187,0.914720066,2.7844309521,-1.5056712835,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
341,0.982,-0.978,-0.0706666667,0.0146666667,0.034,-0.0113333333,0.006,-0.0446666667,-0.382,0.3773333333,-0.9126666667,0.9113333333,0.0533333333,-0.056,0.9166666667,-0.9133333333,-0.4013333333,0.3453333333,138,cvkgvbnz17rg008dp5q0,0.982,+,X,0.5564911629,7.6424095844,0.8049544976,6.5175311972,0.6400324524,5.7484505868,0.9323267176,4.5972688654,0.1862381686,3.2724385252,0.5655551359,3.1215461292,0.8580333058,2.3476898736,0.1780758158,2.3121075736,0.9357665415,1.3466145354,0.5159143727,2.0821892172,1.46079146,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
342,0.9786666667,-0.982,0.0573333333,-0.0533333333,-0.0533333333,0.0526666667,-0.036,0.052,0.4113333333,-0.412,-0.874,0.8826666667,-0.0093333333,0.0326666667,0.8933333333,-0.886,0.3833333333,-0.4026666667,156,cvkgvbnz17rg008dp5q0,0.9786666667,+,X,0.0966805941,7.0882453245,0.5582547032,6.0826852507,0.7278373683,6.2889779177,0.4077676226,4.6012932583,0.221184368,3.7259049113,0.5145468687,4.4719378295,0.5281433661,1.6500318797,0.8953610114,1.0176592964,0.4952371355,1.9212756565,0.2563194475,2.0891797905,-1.6092336813,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
343,0.964,-0.972,-0.0626666667,0.0846666667,0.1566666667,-0.1446666667,0.078,-0.092,-0.4613333333,0.4893333333,-0.8573333333,0.8626666667,0.114,-0.1206666667,0.8566666667,-0.87,-0.4506666667,0.4326666667,174,cvkgvbnz17rg008dp5q0,0.964,+,X,0.9369054874,8.0277317232,0.4297666351,6.730949403,0.1728888691,6.4860175814,0.3909797056,3.031842211,0.8896852872,3.9783990819,0.7559508706,3.3526047656,0.328297085,1.7068370561,0.1711707522,1.1227898294,0.3959712617,1.9296008999,0.9869430728,2.1941554895,1.9353893834,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
344,0.982,-0.976,0.0326666667,-0.0506666667,-0.038,0.0873333333,-0.0506666667,0.0346666667,0.3513333333,-0.34,-0.906,0.9153333333,0.01,0.026,0.9253333333,-0.922,0.3333333333,-0.354,192,cvkgvbnz17rg008dp5q0,0.982,+,X,0.5104110774,8.3570073507,0.118352675,5.3010180376,0.2977393755,5.1433736836,0.1153349196,4.4609489958,0.6855192313,4.2674284756,0.1988808461,3.9162292967,0.7305929966,1.2733686011,0.1219225591,2.6706785839,0.5550153929,2.1912434825,0.0592185498,1.5884125074,-1.0774314922,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
345,0.9833333333,-0.984,0.016,-0.0453333333,-0.0186666667,0.024,-0.0646666667,0.0253333333,0.1186666667,-0.0826666667,-0.9813333333,0.9766666667,-0.0026666667,0.0113333333,0.976,-0.9873333333,0.092,-0.1286666667,210,cvkgvbnz17rg008dp5q0,0.9833333333,+,X,0.3815701302,8.9479019891,0.7395611634,5.074143562,0.4630316216,6.1309063418,0.4570911825,3.2653545884,0.4031405698,3.2505016185,0.124101335,4.4490152965,0.8858243059,1.4419066657,0.9915880425,1.9062162875,0.0480689725,2.1372488864,0.9256940854,2.1555755305,-0.3516827234,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
346,0.9693333333,-0.964,0.0226666667,-0.066,-0.126,0.1513333333,-0.0766666667,0.0273333333,-0.7206666667,0.7226666667,-0.682,0.6953333333,-0.1366666667,0.1173333333,0.682,-0.642,-0.6766666667,0.7226666667,228,cvkgvbnz17rg008dp5q0,0.9693333333,+,X,0.9727609955,7.0207079339,0.4350124336,6.9042999059,0.8761932876,6.4502535003,0.8948098398,4.5463876338,0.0314918983,4.5449707937,0.8228113223,3.4540686656,0.8535858016,2.2158475912,0.2864731262,2.5700364991,0.5549293954,2.3584652402,0.5033029437,1.1639854541,-1.1456952815,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
347,0.978,-0.9706666667,0.0346666667,-0.0433333333,-0.12,0.1213333333,-0.0646666667,0.054,-0.674,0.6933333333,-0.682,0.7133333333,-0.14,0.1253333333,0.7046666667,-0.7,-0.6453333333,0.6586666667,246,cvkgvbnz17rg008dp5q0,0.978,+,X,0.7775007607,7.1618829021,0.7553084801,5.55668807,0.9878771378,6.7479676247,0.2336646296,4.6621030297,0.5914745014,4.7442281922,0.4994165577,4.4942240365,0.5517348733,2.3842748599,0.8281231234,2.6287614639,0.1177388637,1.4426288526,0.5924920929,1.1489395019,-1.2279184488,20,-1,,,,,2024-09-15T16:39:10.92294Z,2024-09-15T21:34:34.497Z,2024-09-15T21:55:16.376Z
