parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/amp,parameter/0/0/sigma,parameter/0/0/beta,parameter/1/0/amp,parameter/1/0/sigma,parameter/1/0/beta,parameter/1/1/amp,parameter/1/1/sigma,parameter/1/1/beta,parameter/2/0/amp,parameter/2/0/sigma,parameter/2/0/beta,parameter/2/1/amp,parameter/2/1/sigma,parameter/2/1/beta,parameter/2/2/amp,parameter/2/2/sigma,parameter/2/2/beta,parameter/3/0/amp,parameter/3/0/sigma,parameter/3/0/beta,parameter/3/1/amp,parameter/3/1/sigma,parameter/3/1/beta,parameter/3/2/amp,parameter/3/2/sigma,parameter/3/2/beta,parameter/3/3/amp,parameter/3/3/sigma,parameter/3/3/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11
207,0.97,-0.95,-0.0113333333,0.0593333333,0.05,0.0186666667,0.0373333333,-0.0113333333,0.5266666667,-0.5286666667,-0.7993333333,0.7926666667,0.0366666667,-0.0326666667,0.806,-0.7846666667,0.5293333333,-0.5353333333,126,crs81gedbt40008jknx0,0.97,+,X,0.3839959148,7.8645857833,0.7100248728,0.6555976641,5.6589054421,0.6240602276,0.7857091061,6.5157871532,-0.8247454955,0.6860267345,3.5986737513,-0.2205485606,0.337190383,4.4021485702,-0.9198901066,0.0904560019,4.3160731964,0.50810624,0.2234969579,1.1562506597,1.1664069768,0.1819120672,2.9585419448,-1.0121380548,0.4063300902,1.5184912961,-0.3267575613,0.0686481066,2.6300972181,1.0339239294,12,3726,48.0,40.0,2907.0,5.0
208,0.9646666667,-0.9333333333,-0.0693333333,0.0873333333,0.1,-0.0786666667,0.0913333333,-0.0933333333,0.0386666667,-0.0053333333,-0.954,0.9633333333,0.1006666667,-0.072,0.9693333333,-0.944,0.0586666667,-0.002,144,crs81gedbt40008jknx0,0.9646666667,+,X,0.3640824385,7.4847426631,1.4287678071,0.6839900661,6.6195251786,1.1152764771,0.8906524752,6.7946321379,1.3015339547,0.8699073246,4.5246859477,-0.3871265416,0.7255333351,4.7276702782,0.7518783516,0.9278397576,4.0835253856,-1.3720726934,0.212837421,2.2995739885,1.2939278748,0.8178005229,2.818920864,1.7909378342,0.7993727004,2.0665863892,-0.4886233631,0.0924890478,1.3166120286,0.2150146296,12,3744,39.0,48.0,2908.0,5.0
209,0.9613333333,-0.9326666667,-0.0886666667,0.1086666667,0.1893333333,-0.1733333333,0.138,-0.106,-0.244,0.2566666667,-0.9033333333,0.9386666667,0.064,-0.088,0.9413333333,-0.8993333333,-0.2153333333,0.2226666667,162,crs81gedbt40008jknx0,0.9613333333,+,X,0.9775513625,7.4675257702,0.0349172076,0.7886908268,6.4831491426,0.9167891579,0.1720770877,6.5668895529,0.0630017106,0.5756338201,4.495828408,-0.3869729062,0.0968944551,3.0737990834,0.0237573325,0.128765779,3.6804962462,0.82624789,0.672588333,2.9960288432,-1.0838993812,0.769885672,1.2531813777,1.1491797605,0.8804926783,2.2755898789,-0.3726983576,0.3814330768,1.5541167194,-0.4750694291,12,3762,43.0,54.0,2899.0,4.0
210,0.966,-0.952,0.024,0.028,0.0153333333,0.016,0.0306666667,0.0453333333,0.9506666667,-0.9153333333,-0.1913333333,0.2413333333,-0.0106666667,0.0266666667,0.204,-0.2273333333,0.9506666667,-0.932,180,crs81gedbt40008jknx0,0.966,+,X,0.183754993,8.6724496523,1.2521575419,0.0324675964,5.5626790523,1.8291547479,0.0982145586,6.3213469461,-1.4402465164,0.2715474645,4.1339890468,-0.1261248223,0.327262124,4.8162562311,1.0721257031,0.6880425379,3.9892266917,1.9725510941,0.4692620464,1.1355597384,1.2910142106,0.3373375585,1.798332469,0.5805771412,0.0157283679,2.3412046374,0.0752260409,0.6524710674,2.6166587717,-0.2747796916,12,3780,38.0,45.0,2911.0,6.0
211,0.974,-0.95,-0.0286666667,0.054,0.05,-0.022,0.0653333333,-0.0426666667,0.4693333333,-0.448,-0.8146666667,0.852,0.0153333333,-0.0186666667,0.8553333333,-0.8133333333,0.4826666667,-0.4853333333,198,crs81gedbt40008jknx0,0.974,+,X,0.5514086243,8.6724720812,-0.1196247591,0.6419289534,5.8681314168,1.0974163361,0.2399244082,5.2441236069,0.3133018134,0.2894962089,3.0254299597,0.6501307217,0.8111961804,4.3100244893,-0.3391411502,0.689042876,3.1621452992,-0.8826339654,0.8770069938,2.3330048767,-1.1985637496,0.2676272239,2.7531054564,1.532115645,0.45112791,1.3905559543,0.0925685549,0.0722112761,2.411936002,-0.5109940217,12,3798,44.0,37.0,2917.0,2.0
212,0.97,-0.9513333333,-0.0226666667,0.0873333333,0.0,0.02,0.028,-0.0166666667,0.454,-0.418,-0.84,0.886,0.0513333333,0.01,0.8706666667,-0.8366666667,0.4166666667,-0.3973333333,216,crs81gedbt40008jknx0,0.97,+,X,0.2958310084,7.7978994341,-0.2460708719,0.3934638049,6.7107579766,-1.2577143489,0.9024901637,5.2872399285,-0.7348313133,0.6302539802,4.3249200331,0.3844787352,0.9874244922,3.5052707403,-0.2659270639,0.5621893571,4.5841268805,-1.3741638259,0.9035029207,2.5980021288,-1.1207816826,0.9737535968,1.3095469914,-1.1041471755,0.9095195451,2.6441559015,-0.535894954,0.359682722,1.4919638175,1.6038516772,12,3816,45.0,42.0,2910.0,3.0
213,0.9686666667,-0.942,-0.046,0.0846666667,0.0333333333,0.01,0.0473333333,-0.0466666667,0.4513333333,-0.4446666667,-0.826,0.858,0.0653333333,-0.032,0.8626666667,-0.8493333333,0.4546666667,-0.4546666667,234,crs81gedbt40008jknx0,0.9686666667,+,X,0.3308259188,8.3537695011,-1.4124296497,0.9081441295,5.8582468093,1.7855922406,0.5578190917,5.2664278609,0.2902668561,0.734991343,3.0534802341,0.5224481979,0.3077066126,4.5624952608,-1.8332321653,0.6007255476,3.2616009595,0.2844546443,0.5141280899,2.8000250015,-1.2618658821,0.4835670398,1.4007084369,-1.0536842291,0.5460713411,2.0850820317,-1.4198275028,0.9617163729,2.887657616,-1.0692568424,12,3834,49.0,44.0,2904.0,3.0
214,0.978,-0.9333333333,-0.0253333333,0.0373333333,0.0546666667,-0.0166666667,0.052,-0.0246666667,0.546,-0.5133333333,-0.7833333333,0.834,0.0446666667,-0.026,0.844,-0.8086666667,0.538,-0.53,252,crs81gedbt40008jknx0,0.978,+,X,0.5030377551,7.1644089068,1.9017324701,0.7581328613,6.8813012459,-1.3565948272,0.4673408516,6.2029888672,1.6219429642,0.3624821081,4.0470065005,0.9133830564,0.2370658618,4.5983920952,0.6836583073,0.6166782004,4.1718899271,-0.3435767876,0.219186515,2.6206269214,-1.4428842973,0.3888704654,1.3015959286,-1.6246860824,0.091802255,2.4665673559,0.8259954683,0.2014577662,1.6373001449,0.5380273697,12,3852,39.0,31.0,2928.0,2.0
215,0.9786666667,-0.9446666667,-0.0193333333,0.03,-0.0073333333,0.0386666667,0.012,0.004,0.7633333333,-0.7533333333,-0.5633333333,0.606,0.042,0.014,0.6106666667,-0.5893333333,0.7793333333,-0.738,270,crs81gedbt40008jknx0,0.9786666667,+,X,0.4251274283,8.5117617521,-0.7503672391,0.4613927878,6.4844633769,0.8116678015,0.282890304,6.2734932415,-0.7462781774,0.0596113773,4.5899577385,-0.6532685434,0.6256124791,4.8991128118,-1.3086001905,0.3330204949,4.439429506,1.3745455524,0.4242015682,2.8695594219,-0.0076729103,0.3056995069,1.7918992044,1.8782300558,0.4797277846,2.2220918255,1.2383899937,0.8313937394,2.9572654323,0.3260967159,12,3870,31.0,28.0,2937.0,4.0
216,0.9713333333,-0.942,-0.0133333333,0.0706666667,0.0406666667,0.024,0.0506666667,0.0233333333,0.5786666667,-0.5933333333,-0.744,0.776,0.0293333333,0.0193333333,0.79,-0.746,0.6126666667,-0.5593333333,288,crs81gedbt40008jknx0,0.9713333333,+,X,0.5036713995,8.6786107724,-0.6369610835,0.82526902,5.4092836887,-1.1220749303,0.1596262376,5.0415392408,0.6031394102,0.1878942897,3.1062932951,-1.8491868824,0.2344971636,4.7839590521,-1.8100104813,0.1311005592,4.1213646615,1.6026814498,0.5088866305,1.9900557656,-0.9931627266,0.4680465254,2.6711726357,-1.4652824602,0.1617485143,2.739790925,-0.2887702422,0.971985282,2.8684585545,0.1954589035,12,3888,37.0,40.0,2920.0,3.0
217,0.976,-0.948,0.0133333333,0.0226666667,0.0246666667,0.018,0.0193333333,0.004,0.88,-0.8666666667,-0.3453333333,0.3993333333,0.0206666667,0.018,0.3713333333,-0.3793333333,0.896,-0.882,6,crs81gydbt40008jknxg,0.976,+,X,0.3027742091,8.0442030016,-0.501556535,0.0159323175,5.0351144409,1.3630277875,0.4252316276,6.9419116425,0.4223711245,0.126970814,4.8813620778,-1.2084153958,0.5279259177,4.6125520161,-0.8717331661,0.3716027428,3.8399625336,0.5047934084,0.1849434698,2.3821059674,1.5071938858,0.2494711532,2.9285561001,-0.4150932421,0.2627452541,1.7981542804,-1.2867070325,0.6426572198,2.2911781482,-1.3722028817,13,3906,38.0,34.0,2926.0,2.0
218,0.9633333333,-0.932,-0.0086666667,0.0086666667,0.1246666667,-0.1073333333,0.088,-0.0806666667,-0.43,0.4426666667,-0.8406666667,0.846,0.06,-0.034,0.8513333333,-0.842,-0.4173333333,0.4806666667,24,crs81gydbt40008jknxg,0.9633333333,+,X,0.9304667456,7.358442774,-1.2955505835,0.8835126788,6.0786718021,-1.6120236232,0.4644124148,5.9110040123,1.9309800432,0.8676558707,4.7863957347,-1.2573019481,0.1821376325,4.5826419668,-1.9897732949,0.8015862654,3.4361542272,1.4661585516,0.4634773846,2.3070155293,0.253565573,0.843945998,1.8241405484,-0.4901974745,0.9977177852,2.5277729625,-1.4024316027,0.6029920942,1.3107319485,1.4334792776,13,3924,49.0,52.0,2896.0,3.0
219,0.9793333333,-0.9533333333,0.026,0.0146666667,0.046,0.06,0.002,0.0326666667,0.828,-0.822,-0.4786666667,0.5066666667,0.012,0.0153333333,0.5193333333,-0.4806666667,0.8273333333,-0.8173333333,42,crs81gydbt40008jknxg,0.9793333333,+,X,0.0946722037,8.5146973029,-1.5064348998,0.5176656284,6.9077126857,-0.9670741338,0.0285617075,6.9675216037,-0.4788825914,0.7564181079,3.7553138485,-1.0875673094,0.5072415634,3.8858158047,1.6856318813,0.6910720699,4.198388025,-1.9413126741,0.9956013174,2.8942248104,-0.9905547061,0.0447242872,2.4016036514,-1.6418345257,0.9508883289,1.1072737577,-0.2779152036,0.4133602798,2.2293613086,-0.2214604625,13,3942,44.0,30.0,2925.0,1.0
220,0.9366666667,-0.9333333333,-0.074,0.0673333333,0.136,-0.1073333333,0.0666666667,-0.1006666667,-0.1693333333,0.1913333333,-0.9266666667,0.94,0.138,-0.096,0.9473333333,-0.9386666667,-0.126,0.178,60,crs81gydbt40008jknxg,0.9366666667,+,X,0.8557730947,7.5824548256,-1.1700881781,0.8657504164,5.6135646359,1.4220608141,0.0011857124,6.0889601653,-1.2179469557,0.3094082328,4.5465502951,-0.6801620974,0.9748207702,4.1823474487,1.2205928284,0.9260514426,3.9703887079,-0.7883061587,0.6005630897,1.9602486203,-0.4655763093,0.0717366764,2.8807340051,-1.2625132157,0.1221656621,1.8123133038,-1.8136749504,0.2512308671,1.9040976327,-1.2443600443,13,3960,37.0,77.0,2868.0,18.0
221,0.97,-0.9433333333,-0.0073333333,0.0353333333,0.0653333333,-0.0426666667,0.056,-0.026,-0.1553333333,0.2073333333,-0.918,0.9646666667,0.044,0.008,0.9493333333,-0.9353333333,-0.1533333333,0.172,78,crs81gydbt40008jknxg,0.97,+,X,0.9006037092,8.1430978335,-1.7891745057,0.9582762663,5.2786362835,-1.8623647379,0.082476711,6.740497597,1.9410763058,0.3918515096,3.3479442449,-0.4274035076,0.1444987662,4.3302839426,-0.9182637423,0.4884464711,4.2539149766,-1.498533651,0.3973004197,2.2362803309,0.9292665836,0.0783092948,1.0355999677,-0.7095922412,0.5995930508,2.9806056569,0.7349053321,0.485357884,2.895519736,0.4033480213,13,3978,47.0,43.0,2908.0,2.0
222,0.974,-0.9513333333,-0.0093333333,0.074,0.0673333333,-0.0053333333,0.0266666667,-0.0046666667,0.5026666667,-0.4913333333,-0.8273333333,0.8066666667,0.0093333333,0.0133333333,0.8353333333,-0.814,0.5273333333,-0.51,96,crs81gydbt40008jknxg,0.974,+,X,0.6655984584,8.1920348592,-1.3018898338,0.2343201008,6.0904077973,1.8955794115,0.3078914256,5.7504332208,-0.0577950952,0.5449960688,4.0216175772,1.238162757,0.3246149669,3.5718069795,-1.7951451102,0.7198494453,3.383162177,0.9361622314,0.5276733457,1.056157077,-1.1580218962,0.1196407446,2.6279888095,-1.4533373747,0.5265936649,2.9202275488,-0.5722703612,0.9137567544,1.1220968694,0.3383780414,13,3996,38.0,36.0,2923.0,3.0
223,0.9686666667,-0.9546666667,0.0106666667,0.0386666667,0.0913333333,-0.086,0.06,-0.0686666667,-0.3106666667,0.318,-0.9,0.9093333333,0.0306666667,-0.0166666667,0.9153333333,-0.882,-0.288,0.3153333333,114,crs81gydbt40008jknxg,0.9686666667,+,X,0.8705040284,7.9401924681,-1.9835453078,0.697115572,5.2060200709,0.6326053358,0.547139847,6.3820761246,0.5581369881,0.8116937646,4.2837812919,0.1584893993,0.7328094057,4.0646769914,-1.0230975279,0.7946036846,4.9690622449,-1.8866673558,0.1682481753,1.1361511563,-1.8043998925,0.5899103598,2.1072314916,-0.9365789503,0.1828298034,2.6438158549,-0.5638728464,0.6684503253,1.9549838766,1.3911487468,13,4014,52.0,39.0,2901.0,8.0
224,0.96,-0.944,-0.0526666667,0.1026666667,0.0453333333,-0.0306666667,0.0893333333,-0.062,0.1873333333,-0.2513333333,-0.9353333333,0.946,0.0293333333,-0.0173333333,0.9533333333,-0.9226666667,0.2246666667,-0.1753333333,132,crs81gydbt40008jknxg,0.96,+,X,0.5478349986,7.1187027854,-1.332471996,0.5485528985,6.3000144348,-1.9073934618,0.7207493881,6.587474907,0.2538615529,0.8484125855,4.5306513855,1.4318132081,0.6577201025,3.0108075851,1.1771620469,0.8218521179,4.5511889112,0.6689451762,0.7742711888,1.746137977,-1.7624129408,0.5208188254,2.1191862876,-1.2228745308,0.6770473043,2.0766080227,1.8358686511,0.0962016711,2.9166978652,0.7472892549,13,4032,43.0,53.0,2897.0,7.0
225,0.966,-0.9433333333,-0.0806666667,0.0786666667,0.08,-0.0753333333,0.0886666667,-0.07,0.1466666667,-0.1126666667,-0.922,0.9573333333,0.05,-0.0493333333,0.97,-0.9493333333,0.1293333333,-0.112,150,crs81gydbt40008jknxg,0.966,+,X,0.8636439838,8.8667351926,-0.1458227315,0.0329569885,5.366253077,-0.8095789378,0.2398247532,5.5932786019,-1.6401702411,0.7185996352,3.145287899,0.3170760779,0.5633136932,3.4946503785,-1.0369653743,0.731163245,3.0315028047,1.0930594561,0.0810974651,1.3631215863,-1.990929996,0.2366506973,1.139863638,-1.4066498847,0.646035743,2.735405066,1.7273190518,0.1416615768,1.9794176414,1.2265668824,13,4050,52.0,49.0,2897.0,2.0
226,0.9686666667,-0.9346666667,-0.032,0.0386666667,0.0246666667,-0.006,0.038,-0.0013333333,0.5246666667,-0.4853333333,-0.812,0.8446666667,0.0273333333,-0.014,0.8606666667,-0.814,0.494,-0.4673333333,168,crs81gydbt40008jknxg,0.9686666667,+,X,0.5293938327,7.0190244581,-1.4744670675,0.3492702399,5.295968528,-0.0451433363,0.4181657773,6.274624086,-0.5466141945,0.2924606467,4.8200935665,-0.3712631419,0.9908142767,4.692083526,-0.2435433536,0.8257040771,4.851952799,0.7550087912,0.2020375308,1.4513596257,1.0415526503,0.0942693829,1.2352247347,-1.322916189,0.3623024163,2.0336123447,-1.7103376003,0.9322208631,2.5552186805,-1.193378804,13,4068,42.0,39.0,2911.0,8.0
227,0.9533333333,-0.9213333333,-0.0753333333,0.118,0.1853333333,-0.2013333333,0.1546666667,-0.1006666667,-0.408,0.474,-0.84,0.8566666667,0.1873333333,-0.1746666667,0.8453333333,-0.8526666667,-0.3793333333,0.4026666667,186,crs81gydbt40008jknxg,0.9533333333,+,X,0.6908164962,8.6859862998,-0.0499570473,0.902688378,6.9027960215,1.1140705091,0.2631351277,6.7629626099,0.2667798517,0.8790866167,4.6442017034,0.5730149862,0.9441780385,4.4829407828,1.22413667,0.9169123803,4.4557780102,-0.7787330663,0.8164270675,2.6108492385,-1.7263405524,0.5416872871,2.1593520227,0.9825768464,0.8166364412,1.9035307545,-1.7498465403,0.5008267395,2.101380406,-0.9755700217,13,4086,52.0,61.0,2878.0,9.0
228,0.9713333333,-0.954,-0.07,0.0326666667,0.0273333333,0.0213333333,0.0773333333,-0.0053333333,0.6473333333,-0.6146666667,-0.728,0.744,0.068,-0.0366666667,0.7326666667,-0.6993333333,0.6373333333,-0.632,204,crs81gydbt40008jknxg,0.9713333333,+,X,0.0740033963,7.9718290483,1.2592246219,0.8955433917,6.8287305965,1.8519181416,0.4830597216,6.7710547732,-1.3516029027,0.5431780006,4.1935152321,0.2361680807,0.2648656964,3.0904890001,0.7929187297,0.3795858696,4.7315991046,-1.574055332,0.8444047686,1.8144846786,1.3235331878,0.0973527589,1.3511240677,-0.1847972123,0.6702198145,2.1222126768,-0.2483193121,0.7659822699,2.016362231,1.5267933734,13,4104,47.0,39.0,2910.0,4.0
229,0.9693333333,-0.9466666667,-0.0406666667,0.058,0.048,-0.0293333333,0.05,-0.018,0.5193333333,-0.5193333333,-0.7866666667,0.8153333333,0.0673333333,-0.008,0.8226666667,-0.7826666667,0.5313333333,-0.5073333333,222,crs81gydbt40008jknxg,0.9693333333,+,X,0.0884302498,8.9552656849,0.7623380106,0.888567734,6.356304147,1.1203476516,0.6426332684,5.6131262918,0.6158963957,0.2156611246,3.2443018002,-0.956328128,0.1346305607,4.3686209175,1.6984498762,0.9114799967,4.6052711027,1.0334565169,0.850139583,1.7742526035,-0.9276322364,0.0081993347,2.1327302777,1.1477793946,0.0133517702,2.7117110258,-0.3171668349,0.9439205222,2.0421890117,1.7381776831,13,4122,37.0,39.0,2917.0,7.0
230,0.9726666667,-0.9413333333,-0.05,0.0426666667,0.0373333333,0.018,0.016,-0.0266666667,0.612,-0.6193333333,-0.728,0.7446666667,0.05,0.0346666667,0.7433333333,-0.7306666667,0.65,-0.618,240,crs81gydbt40008jknxg,0.9726666667,+,X,0.3216164377,7.9452965414,1.037023304,0.8177178013,6.0190611066,0.2632663133,0.4352037569,5.5978678656,1.4228238456,0.295110744,3.8408258027,0.6776316151,0.973253331,3.5321616529,1.2271607897,0.1078570128,3.2235603281,1.4257814119,0.4317210582,1.99439505,-0.8549810154,0.6907286504,1.3320515247,0.1842251853,0.6743691259,1.3664897418,-1.072567616,0.1759036713,2.7363248131,-0.4702871516,13,4140,52.0,34.0,2907.0,7.0
231,0.9646666667,-0.936,-0.076,0.1366666667,0.09,-0.0093333333,0.0873333333,-0.0913333333,0.194,-0.1813333333,-0.9193333333,0.93,0.076,-0.018,0.9546666667,-0.928,0.1926666667,-0.1906666667,258,crs81gydbt40008jknxg,0.9646666667,+,X,0.2637968569,8.3393598293,-0.8299193516,0.9694929446,5.3764298449,1.0779213657,0.9868285292,5.3711179052,1.0212565605,0.2741980808,3.5889974694,1.2818901192,0.400614834,4.4344408237,0.8472822902,0.8617248384,3.6271381414,0.2695184534,0.918302096,2.1466041853,-1.5918716357,0.6356874784,2.1642451795,0.8049386019,0.1862910885,1.2366061641,-0.7608681175,0.0337107045,2.9923455518,-0.6441548959,13,4158,43.0,43.0,2904.0,10.0
232,0.9773333333,-0.9453333333,-0.0126666667,0.0606666667,0.01,-0.0326666667,0.0333333333,-0.016,0.5166666667,-0.466,-0.8126666667,0.8386666667,0.0406666667,-0.004,0.838,-0.8293333333,0.512,-0.476,276,crs81gydbt40008jknxg,0.9773333333,+,X,0.4957138394,7.3564777256,-0.0239129072,0.7280967491,6.8093908971,-0.6644923945,0.410028702,5.196393828,-0.9030957843,0.4428297791,4.8551080035,0.7575472362,0.2630066734,3.3262230211,-0.8754380266,0.8814823416,3.8345860673,1.8404201821,0.234627395,1.9872345866,1.0351909632,0.9878478484,1.9583341939,-0.0737479886,0.3956751184,2.958541598,1.7285091462,0.1680592182,1.6384884195,-0.2142205212,13,4176,35.0,32.0,2931.0,2.0
233,0.964,-0.9446666667,-0.0573333333,0.086,0.0953333333,-0.0886666667,0.098,-0.088,-0.002,-0.0046666667,-0.9506666667,0.964,0.0686666667,-0.0733333333,0.972,-0.9513333333,-0.0006666667,0.0373333333,294,crs81gydbt40008jknxg,0.964,+,X,0.8637037681,8.2639833277,-0.4717856454,0.5284874279,6.2519130126,1.4309746434,0.5221094979,5.3566671319,-1.4340305897,0.3576562384,3.8838559166,1.2946963957,0.8183493767,3.8881377662,1.4652956254,0.070554564,4.6639966944,0.4956193945,0.2418098648,2.2258847722,1.2886740246,0.8748159539,1.7034565807,-1.2337397986,0.3977076002,2.2874496141,-1.8111044129,0.3476340308,1.9193364485,-1.7103882678,13,4194,41.0,43.0,2905.0,11.0
234,0.9793333333,-0.934,0.0046666667,-0.0013333333,0.0353333333,-0.0106666667,0.022,-0.0126666667,0.6626666667,-0.642,-0.694,0.7033333333,0.0513333333,0.0,0.712,-0.6806666667,0.674,-0.6746666667,12,crs81hey7jt0008zzj60,0.9793333333,+,X,0.2517072275,8.6311378438,-0.8782344746,0.5959799223,6.0514320064,-1.8003696857,0.8333121253,5.2526838653,-1.1826042382,0.1290061578,4.7694946051,-0.2250744642,0.2578734261,4.1210651048,1.7340882462,0.5657315707,3.2012075293,1.0600383679,0.7252449704,1.3381868148,0.1796582323,0.6744495711,2.2458072997,1.3976797539,0.8402358639,2.2005362894,-0.1892531868,0.3524303762,1.1805604111,-1.7303677015,14,4212,41.0,31.0,2928.0,0.0
235,0.964,-0.9533333333,0.004,-0.0026666667,0.0906666667,-0.0986666667,0.1086666667,-0.092,-0.296,0.2766666667,-0.8933333333,0.918,0.0213333333,-0.014,0.924,-0.9,-0.316,0.3073333333,30,crs81hey7jt0008zzj60,0.964,+,X,0.9530301004,8.0506338427,-1.3741983198,0.2059316849,6.0588456877,1.1322456529,0.6779724856,5.695461593,-1.5094160111,0.6920854228,3.3025293161,-0.9751286449,0.746091338,3.5581548899,-1.6383903476,0.5667672757,3.6082427784,-0.4747614332,0.9308080047,1.1134521815,-0.8939050005,0.9412753084,1.7977615368,-1.1844194374,0.9169908151,1.240050933,1.2889336964,0.611696735,2.7895319957,-0.3220889227,14,4230,53.0,49.0,2893.0,5.0
236,0.976,-0.9373333333,0.0413333333,0.0213333333,0.01,0.02,0.028,0.03,0.952,-0.9193333333,-0.1853333333,0.1853333333,0.0526666667,0.0153333333,0.1846666667,-0.2093333333,0.9446666667,-0.9333333333,48,crs81hey7jt0008zzj60,0.976,+,X,0.0429701021,7.2262714052,-1.2149133349,0.0773377871,6.0341618773,0.264308927,0.0234853095,5.7201072651,-0.1852996871,0.4733080117,3.9079327662,-1.6136374091,0.4388211157,3.1252311883,0.1155433832,0.4925680197,4.8151565624,1.7723101694,0.4927943251,1.9675934929,-1.0098592644,0.3958403999,2.2886990216,-0.6345137682,0.8346063766,2.637120996,0.3402059259,0.6917109641,1.0102016959,-1.6196985941,14,4248,36.0,33.0,2928.0,3.0
237,0.9613333333,-0.946,-0.0313333333,0.0753333333,0.0633333333,-0.0153333333,0.0473333333,-0.0293333333,0.5693333333,-0.5753333333,-0.7606666667,0.774,0.0593333333,-0.0086666667,0.7853333333,-0.7553333333,0.5966666667,-0.5606666667,66,crs81hey7jt0008zzj60,0.9613333333,+,X,0.5070906427,8.4851180537,1.2288577688,0.7415366442,5.1999873762,0.5915588232,0.2647723884,6.5042897031,-1.1854082516,0.350124857,3.4378674948,1.137471536,0.455689273,4.6322800961,0.442483963,0.0322177509,4.6734667998,0.4001755019,0.6918215219,2.8947458769,0.6347486405,0.824013019,2.9165693187,1.4948782423,0.655038691,2.8594691201,1.0983976427,0.0683690167,1.555525358,1.0653627718,14,4266,38.0,54.0,2904.0,4.0
238,0.9726666667,-0.9493333333,0.0373333333,0.0153333333,0.0333333333,0.0253333333,0.0273333333,0.0026666667,0.8693333333,-0.8433333333,-0.4406666667,0.4526666667,0.0073333333,0.0266666667,0.4713333333,-0.4473333333,0.8766666667,-0.8533333333,84,crs81hey7jt0008zzj60,0.9726666667,+,X,0.0952326239,7.9986253251,-1.870908794,0.0093313611,5.6624472337,0.2076685857,0.5773859862,5.6947039636,-0.7238869891,0.0675917697,3.5662136327,1.9966199823,0.7474293485,3.8052422606,0.9351989592,0.7662098276,3.9890497317,1.1725957353,0.2022807106,2.2677521492,-0.05909562,0.9351835959,2.4637981106,-0.1810283999,0.502068296,1.2843033264,-1.7538515056,0.2105953346,1.057405745,-1.8996926447,14,4284,50.0,38.0,2909.0,3.0
239,0.9786666667,-0.9473333333,0.0013333333,0.0133333333,-0.0153333333,0.0166666667,0.0286666667,0.0326666667,0.8506666667,-0.816,-0.4373333333,0.4846666667,0.02,0.0053333333,0.466,-0.4553333333,0.8546666667,-0.8286666667,102,crs81hey7jt0008zzj60,0.9786666667,+,X,0.0502320107,8.0469932211,0.1070514348,0.302323169,5.1941234046,-0.0051559189,0.8295525362,5.1996809801,-0.7528528286,0.3667708423,3.1973379218,-0.3518503497,0.0893462019,3.280922144,-0.1945714658,0.3416746414,3.2049641637,0.2958482134,0.4400641454,1.4941737283,0.9728604114,0.8583898596,2.9591618168,0.3591535514,0.4623192989,1.6520661857,-1.1970384383,0.3223193094,2.0131232263,0.0970466795,14,4302,39.0,29.0,2929.0,3.0
